# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,
# for any damages resulting from its use.,,,,,,,,
#,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,
#,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,
# retrieved: 2023-03-31 15:49:34 EDT       (vaww01),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
"#    USGS 08358400 RIO GRANDE FLOODWAY AT SAN MARCIAL, NM",,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 08358400,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,
"#        226665       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)",,,,,,,,
"#        226666       80155     00003     Suspended sediment discharge, short tons per day (Mean)",,,,,,,,
"#         99945       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,
#        ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=08358400&ts_ids=99945],,,,,,,,
#     e  Value has been estimated.,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,226665_80154_00003,226665_80154_00003_cd,226666_80155_00003,226666_80155_00003_cd,99945_00060_00003,99945_00060_00003_cd
USGS,8358400,2/5/1957,0,A,0,A,0,A
USGS,8358400,2/6/1957,0,A,0,A,0,A
USGS,8358400,2/7/1957,0,A,0,A,0,A
USGS,8358400,2/8/1957,0,A,0,A,0,A
USGS,8358400,2/9/1957,0,A,0,A,0,A
USGS,8358400,2/10/1957,0,A,0,A,0,A
USGS,8358400,2/11/1957,0,A,0,A,0,A
USGS,8358400,2/12/1957,0,A,0,A,0,A
USGS,8358400,2/13/1957,0,A,0,A,0,A
USGS,8358400,2/14/1957,0,A,0,A,0,A
USGS,8358400,2/15/1957,0,A,0,A,0,A
USGS,8358400,2/16/1957,0,A,0,A,0,A
USGS,8358400,2/17/1957,0,A,0,A,0,A
USGS,8358400,2/18/1957,0,A,0,A,0,A
USGS,8358400,2/19/1957,0,A,0,A,0,A
USGS,8358400,2/20/1957,0,A,0,A,0,A
USGS,8358400,2/21/1957,0,A,0,A,0,A
USGS,8358400,2/22/1957,0,A,0,A,0,A
USGS,8358400,2/23/1957,0,A,0,A,0,A
USGS,8358400,2/24/1957,0,A,0,A,0,A
USGS,8358400,2/25/1957,0,A,0,A,0,A
USGS,8358400,2/26/1957,0,A,0,A,0,A
USGS,8358400,2/27/1957,0,A,0,A,0,A
USGS,8358400,2/28/1957,0,A,0,A,0,A
USGS,8358400,3/1/1957,0,A,0,A,0,A
USGS,8358400,3/2/1957,0,A,0,A,0,A
USGS,8358400,3/3/1957,0,A,0,A,0,A
USGS,8358400,3/4/1957,0,A,0,A,0,A
USGS,8358400,3/5/1957,0,A,0,A,0,A
USGS,8358400,3/6/1957,0,A,0,A,0,A
USGS,8358400,3/7/1957,0,A,0,A,0,A
USGS,8358400,3/8/1957,0,A,0,A,0,A
USGS,8358400,3/9/1957,0,A,0,A,0,A
USGS,8358400,3/10/1957,0,A,0,A,0,A
USGS,8358400,3/11/1957,0,A,0,A,0,A
USGS,8358400,3/12/1957,0,A,0,A,0,A
USGS,8358400,3/13/1957,0,A,0,A,0,A
USGS,8358400,3/14/1957,0,A,0,A,0,A
USGS,8358400,3/15/1957,0,A,0,A,0,A
USGS,8358400,3/16/1957,0,A,0,A,0,A
USGS,8358400,3/17/1957,0,A,0,A,0,A
USGS,8358400,3/18/1957,0,A,0,A,0,A
USGS,8358400,3/19/1957,0,A,0,A,0,A
USGS,8358400,3/20/1957,0,A,0,A,0,A
USGS,8358400,3/21/1957,0,A,0,A,0,A
USGS,8358400,3/22/1957,0,A,0,A,0,A
USGS,8358400,3/23/1957,0,A,0,A,0,A
USGS,8358400,3/24/1957,0,A,0,A,0,A
USGS,8358400,3/25/1957,0,A,0,A,0,A
USGS,8358400,3/26/1957,0,A,0,A,0,A
USGS,8358400,3/27/1957,0,A,0,A,0,A
USGS,8358400,3/28/1957,0,A,0,A,0,A
USGS,8358400,3/29/1957,0,A,0,A,0,A
USGS,8358400,3/30/1957,0,A,0,A,0,A
USGS,8358400,3/31/1957,0,A,0,A,0,A
USGS,8358400,4/1/1957,0,A,0,A,0,A
USGS,8358400,4/2/1957,0,A,0,A,0,A
USGS,8358400,4/3/1957,0,A,0,A,0,A
USGS,8358400,4/4/1957,0,A,0,A,0,A
USGS,8358400,4/5/1957,0,A,0,A,0,A
USGS,8358400,4/6/1957,0,A,0,A,0,A
USGS,8358400,4/7/1957,0,A,0,A,0,A
USGS,8358400,4/8/1957,0,A,0,A,0,A
USGS,8358400,4/9/1957,0,A,0,A,0,A
USGS,8358400,4/10/1957,0,A,0,A,0,A
USGS,8358400,4/11/1957,0,A,0,A,0,A
USGS,8358400,4/12/1957,0,A,0,A,0,A
USGS,8358400,4/13/1957,0,A,0,A,0,A
USGS,8358400,4/14/1957,0,A,0,A,0,A
USGS,8358400,4/15/1957,0,A,0,A,0,A
USGS,8358400,4/16/1957,0,A,0,A,0,A
USGS,8358400,4/17/1957,0,A,0,A,0,A
USGS,8358400,4/18/1957,0,A,0,A,0,A
USGS,8358400,4/19/1957,0,A,0,A,0,A
USGS,8358400,4/20/1957,0,A,0,A,0,A
USGS,8358400,4/21/1957,0,A,0,A,0,A
USGS,8358400,4/22/1957,0,A,0,A,0,A
USGS,8358400,4/23/1957,0,A,0,A,0,A
USGS,8358400,4/24/1957,0,A,0,A,0,A
USGS,8358400,4/25/1957,0,A,0,A,0,A
USGS,8358400,4/26/1957,0,A,0,A,0,A
USGS,8358400,4/27/1957,0,A,0,A,0,A
USGS,8358400,4/28/1957,0,A,0,A,0,A
USGS,8358400,4/29/1957,0,A,0,A,0,A
USGS,8358400,4/30/1957,0,A,0,A,0,A
USGS,8358400,5/1/1957,0,A,0,A,0,A
USGS,8358400,5/2/1957,0,A,0,A,0,A
USGS,8358400,5/3/1957,0,A,0,A,0,A
USGS,8358400,5/4/1957,0,A,0,A,0,A
USGS,8358400,5/5/1957,0,A,0,A,0,A
USGS,8358400,5/6/1957,0,A,0,A,0,A
USGS,8358400,5/7/1957,0,A,0,A,0,A
USGS,8358400,5/8/1957,0,A,0,A,0,A
USGS,8358400,5/9/1957,0,A,0,A,0,A
USGS,8358400,5/10/1957,0,A,0,A,0,A
USGS,8358400,5/11/1957,4800,A,3090,A,145,A
USGS,8358400,5/12/1957,4250,A,12900,A,1180,A
USGS,8358400,5/13/1957,3250,A,13000,A,1480,A
USGS,8358400,5/14/1957,2700,A,9190,A,1260,A
USGS,8358400,5/15/1957,2900,A,14900,A,1900,A
USGS,8358400,5/16/1957,2780,A,16800,A,2240,A
USGS,8358400,5/17/1957,2390,A,12600,A,1960,A
USGS,8358400,5/18/1957,2090,A,9480,A,1680,A
USGS,8358400,5/19/1957,1980,A,7590,A,1420,A
USGS,8358400,5/20/1957,2100,A,7140,A,1260,A
USGS,8358400,5/21/1957,1910,A,7070,A,1370,A
USGS,8358400,5/22/1957,1890,A,7250,A,1420,A
USGS,8358400,5/23/1957,1850,A,6890,A,1380,A
USGS,8358400,5/24/1957,1920,A,7150,A,1380,A
USGS,8358400,5/25/1957,1690,A,6620,A,1450,A
USGS,8358400,5/26/1957,1500,A,5670,A,1400,A
USGS,8358400,5/27/1957,1520,A,5540,A,1350,A
USGS,8358400,5/28/1957,1450,A,5170,A,1320,A
USGS,8358400,5/29/1957,1860,A,6130,A,1220,A
USGS,8358400,5/30/1957,1640,A,4690,A,1060,A
USGS,8358400,5/31/1957,2070,A,5700,A,1020,A
USGS,8358400,6/1/1957,1910,A,5670,A,1100,A
USGS,8358400,6/2/1957,1820,A,6240,A,1270,A
USGS,8358400,6/3/1957,1850,A,7190,A,1440,A
USGS,8358400,6/4/1957,2080,A,10500,A,1870,A
USGS,8358400,6/5/1957,3050,A,19900,A,2420,A
USGS,8358400,6/6/1957,3760,A,23700,A,2330,A
USGS,8358400,6/7/1957,2570,A,15800,A,2270,A
USGS,8358400,6/8/1957,2120,A,13200,A,2300,A
USGS,8358400,6/9/1957,2000,A,13500,A,2500,A
USGS,8358400,6/10/1957,1970,A,14000,A,2640,A
USGS,8358400,6/11/1957,1900,A,14400,A,2800,A
USGS,8358400,6/12/1957,1820,A,14000,A,2850,A
USGS,8358400,6/13/1957,1850,A,13900,A,2790,A
USGS,8358400,6/14/1957,3550,A,26300,A,2740,A
USGS,8358400,6/15/1957,2990,A,20700,A,2560,A
USGS,8358400,6/16/1957,2030,A,12600,A,2300,A
USGS,8358400,6/17/1957,1900,A,10700,A,2080,A
USGS,8358400,6/18/1957,1790,A,10000,A,2070,A
USGS,8358400,6/19/1957,1930,A,11000,A,2110,A
USGS,8358400,6/20/1957,1700,A,8900,A,1940,A
USGS,8358400,6/21/1957,2920,A,13600,A,1720,A
USGS,8358400,6/22/1957,2950,A,13400,A,1680,A
USGS,8358400,6/23/1957,2110,A,9970,A,1750,A
USGS,8358400,6/24/1957,2010,A,10300,A,1900,A
USGS,8358400,6/25/1957,1980,A,10600,A,1980,A
USGS,8358400,6/26/1957,1720,A,8730,A,1880,A
USGS,8358400,6/27/1957,1750,A,8170,A,1730,A
USGS,8358400,6/28/1957,1310,A,5620,A,1590,A
USGS,8358400,6/29/1957,1750,A,7470,A,1580,A
USGS,8358400,6/30/1957,1700,A,8540,A,1860,A
USGS,8358400,7/1/1957,1630,A,7310,A,1660,A
USGS,8358400,7/2/1957,1500,A,7370,A,1820,A
USGS,8358400,7/3/1957,1700,A,10600,A,2320,A
USGS,8358400,7/4/1957,1350,A,8570,A,2350,A
USGS,8358400,7/5/1957,2900,A,18900,A,2410,A
USGS,8358400,7/6/1957,9290,A,74500,A,3000,A
USGS,8358400,7/7/1957,3800,A,32200,A,3140,A
USGS,8358400,7/8/1957,2600,A,21100,A,3000,A
USGS,8358400,7/9/1957,2300,A,18100,A,2920,A
USGS,8358400,7/10/1957,2100,A,15400,A,2720,A
USGS,8358400,7/11/1957,1800,A,12400,A,2560,A
USGS,8358400,7/12/1957,2500,A,17400,A,2580,A
USGS,8358400,7/13/1957,2100,A,14700,A,2590,A
USGS,8358400,7/14/1957,2150,A,15800,A,2720,A
USGS,8358400,7/15/1957,2650,A,20200,A,2820,A
USGS,8358400,7/16/1957,3150,A,23100,A,2720,A
USGS,8358400,7/17/1957,7000,A,47600,A,2520,A
USGS,8358400,7/18/1957,7850,A,46200,A,2180,A
USGS,8358400,7/19/1957,4300,A,23700,A,2040,A
USGS,8358400,7/20/1957,6750,A,40500,A,2220,A
USGS,8358400,7/21/1957,6000,A,34700,A,2140,A
USGS,8358400,7/22/1957,5200,A,35200,A,2510,A
USGS,8358400,7/23/1957,2900,A,17700,A,2260,A
USGS,8358400,7/24/1957,3250,A,17600,A,2000,A
USGS,8358400,7/25/1957,10600,A,62700,A,2210,A
USGS,8358400,7/26/1957,7400,A,46200,A,2310,A
USGS,8358400,7/27/1957,23200,A,212000,A,3410,A
USGS,8358400,7/28/1957,28300,A,375000,A,5010,A
USGS,8358400,7/29/1957,26300,A,455000,A,6420,A
USGS,8358400,7/30/1957,12900,A,123000,A,3450,A
USGS,8358400,7/31/1957,9490,A,64700,A,2550,A
USGS,8358400,8/1/1957,7750,A,67000,A,3200,A
USGS,8358400,8/2/1957,6750,A,72400,A,3970,A
USGS,8358400,8/3/1957,13400,A,150000,A,4190,A
USGS,8358400,8/4/1957,12800,A,160000,A,4660,A
USGS,8358400,8/5/1957,10300,A,130000,A,4730,A
USGS,8358400,8/6/1957,20700,A,249000,A,4500,A
USGS,8358400,8/7/1957,25000,A,384000,A,5810,A
USGS,8358400,8/8/1957,37900,A,754000,A,7240,A
USGS,8358400,8/9/1957,34300,A,668000,A,7100,A
USGS,8358400,8/10/1957,28400,A,279000,A,3720,A
USGS,8358400,8/11/1957,20800,A,172000,A,3100,A
USGS,8358400,8/12/1957,19000,A,164000,A,3240,A
USGS,8358400,8/13/1957,14400,A,95000,A,2460,A
USGS,8358400,8/14/1957,7800,A,45300,A,2150,A
USGS,8358400,8/15/1957,7400,A,45400,A,2270,A
USGS,8358400,8/16/1957,15400,A,118000,A,2870,A
USGS,8358400,8/17/1957,23300,A,186000,A,2990,A
USGS,8358400,8/18/1957,31600,A,255000,A,3050,A
USGS,8358400,8/19/1957,42600,A,530000,A,4210,A
USGS,8358400,8/20/1957,35900,A,419000,A,4080,A
USGS,8358400,8/21/1957,21600,A,124000,A,2140,A
USGS,8358400,8/22/1957,11800,A,46400,A,1470,A
USGS,8358400,8/23/1957,15200,A,61200,A,1510,A
USGS,8358400,8/24/1957,18100,A,81200,A,1680,A
USGS,8358400,8/25/1957,35000,A,325000,A,3140,A
USGS,8358400,8/26/1957,42000,A,557000,A,4880,A
USGS,8358400,8/27/1957,38400,A,395000,A,3630,A
USGS,8358400,8/28/1957,24500,A,156000,A,2410,A
USGS,8358400,8/29/1957,12600,A,63800,A,1890,A
USGS,8358400,8/30/1957,14000,A,64900,A,1730,A
USGS,8358400,8/31/1957,37300,A,440000,A,4290,A
USGS,8358400,9/1/1957,34500,A,628000,A,6640,A
USGS,8358400,9/2/1957,32200,A,566000,A,6540,A
USGS,8358400,9/3/1957,26800,A,302000,A,4040,A
USGS,8358400,9/4/1957,18500,A,109000,A,2200,A
USGS,8358400,9/5/1957,12600,A,62800,A,1860,A
USGS,8358400,9/6/1957,8180,A,39400,A,1800,A
USGS,8358400,9/7/1957,7700,A,33900,A,1630,A
USGS,8358400,9/8/1957,6600,A,25100,A,1410,A
USGS,8358400,9/9/1957,7000,A,24600,A,1300,A
USGS,8358400,9/10/1957,6000,A,18600,A,1150,A
USGS,8358400,9/11/1957,6000,A,16700,A,1030,A
USGS,8358400,9/12/1957,5500,A,14700,A,990,A
USGS,8358400,9/13/1957,5250,A,13200,A,930,A
USGS,8358400,9/14/1957,4800,A,10500,A,810,A
USGS,8358400,9/15/1957,4800,A,9720,A,750,A
USGS,8358400,9/16/1957,4300,A,8530,A,735,A
USGS,8358400,9/17/1957,4400,A,8430,A,710,A
USGS,8358400,9/18/1957,3900,A,6480,A,615,A
USGS,8358400,9/19/1957,3000,A,3580,A,442,A
USGS,8358400,9/20/1957,2500,A,2590,A,383,A
USGS,8358400,9/21/1957,3250,A,3780,A,431,A
USGS,8358400,9/22/1957,2400,A,2380,A,368,A
USGS,8358400,9/23/1957,2900,A,2650,A,338,A
USGS,8358400,9/24/1957,2300,A,1630,A,262,A
USGS,8358400,9/25/1957,2030,A,937,A,171,A
USGS,8358400,9/26/1957,1380,A,391,A,105,A
USGS,8358400,9/27/1957,1270,A,219,A,64,A
USGS,8358400,9/28/1957,580,A,63,A,40,A
USGS,8358400,9/29/1957,580,A,16,A,10,A
USGS,8358400,9/30/1957,210,A,2,A,3,A
USGS,8358400,10/1/1957,110,A,1,A,,
USGS,8358400,10/2/1957,250,A,3,A,5,A
USGS,8358400,10/3/1957,200,A,1,A,2,A
USGS,8358400,10/4/1957,140,A,1,A,,
USGS,8358400,10/5/1957,110,A,1,A,,
USGS,8358400,10/6/1957,120,A,1,A,,
USGS,8358400,10/7/1957,0,A,0,A,0,A
USGS,8358400,10/8/1957,400,A,18,A,17,A
USGS,8358400,10/9/1957,240,A,1,A,2,A
USGS,8358400,10/10/1957,0,A,0,A,0,A
USGS,8358400,10/11/1957,140,A,1,A,,
USGS,8358400,10/12/1957,8910,A,27300,A,280,A
USGS,8358400,10/13/1957,21500,A,92600,A,1610,A
USGS,8358400,10/14/1957,31500,A,181000,A,2100,A
USGS,8358400,10/15/1957,31800,A,110000,A,1300,A
USGS,8358400,10/16/1957,20000,A,38800,A,725,A
USGS,8358400,10/17/1957,11300,A,13200,A,437,A
USGS,8358400,10/18/1957,14600,A,15600,A,398,A
USGS,8358400,10/19/1957,7100,A,6610,A,345,A
USGS,8358400,10/20/1957,24300,A,95100,A,1030,A
USGS,8358400,10/21/1957,44100,A,653000,A,5450,A
USGS,8358400,10/22/1957,48200,A,966000,A,7370,A
USGS,8358400,10/23/1957,60300,A,762000,A,4690,A
USGS,8358400,10/24/1957,38500,A,355000,A,3360,A
USGS,8358400,10/25/1957,25900,A,175000,A,2550,A
USGS,8358400,10/26/1957,16200,A,89900,A,2080,A
USGS,8358400,10/27/1957,11100,A,41900,A,1410,A
USGS,8358400,10/28/1957,14600,A,38200,A,975,A
USGS,8358400,10/29/1957,9190,A,19400,A,791,A
USGS,8358400,10/30/1957,7000,A,10900,A,575,A
USGS,8358400,10/31/1957,4800,A,6480,A,500,A
USGS,8358400,11/1/1957,4600,A,6510,A,524,A
USGS,8358400,11/2/1957,10100,A,33700,A,968,A
USGS,8358400,11/3/1957,14500,A,80100,A,2060,A
USGS,8358400,11/4/1957,13400,A,81900,A,2280,A
USGS,8358400,11/5/1957,11900,A,70700,A,2220,A
USGS,8358400,11/6/1957,37200,A,44700,A,3770,A
USGS,8358400,11/7/1957,27400,A,271000,A,3730,A
USGS,8358400,11/8/1957,23700,A,238000,A,3750,A
USGS,8358400,11/9/1957,17100,A,162000,A,3550,A
USGS,8358400,11/10/1957,13900,A,114000,A,3060,A
USGS,8358400,11/11/1957,12300,A,97200,A,2950,A
USGS,8358400,11/12/1957,11600,A,84800,A,2730,A
USGS,8358400,11/13/1957,10600,A,71200,A,2510,A
USGS,8358400,11/14/1957,8080,A,43600,A,2020,A
USGS,8358400,11/15/1957,7400,A,32600,A,1630,A
USGS,8358400,11/16/1957,9290,A,37300,A,1500,A
USGS,8358400,11/17/1957,8180,A,32000,A,1480,A
USGS,8358400,11/18/1957,8380,A,35400,A,1580,A
USGS,8358400,11/19/1957,8180,A,33900,A,1550,A
USGS,8358400,11/20/1957,14100,A,60500,A,1600,A
USGS,8358400,11/21/1957,16100,A,63500,A,1480,A
USGS,8358400,11/22/1957,7600,A,28300,A,1380,A
USGS,8358400,11/23/1957,6500,A,23200,A,1320,A
USGS,8358400,11/24/1957,5400,A,17200,A,1180,A
USGS,8358400,11/25/1957,4500,A,12800,A,1050,A
USGS,8358400,11/26/1957,4000,A,10600,A,984,A
USGS,8358400,11/27/1957,5750,A,16100,A,1040,A
USGS,8358400,11/28/1957,5600,A,16600,A,1100,A
USGS,8358400,11/29/1957,7500,A,23100,A,1140,A
USGS,8358400,11/30/1957,7400,A,23000,A,1150,A
USGS,8358400,12/1/1957,6450,A,19700,A,1130,A
USGS,8358400,12/2/1957,6600,A,20500,A,1150,A
USGS,8358400,12/3/1957,5700,A,16000,A,1040,A
USGS,8358400,12/4/1957,5050,A,13800,A,1010,A
USGS,8358400,12/5/1957,4800,A,13200,A,1020,A
USGS,8358400,12/6/1957,4750,A,13100,A,1020,A
USGS,8358400,12/7/1957,3250,A,8700,A,992,A
USGS,8358400,12/8/1957,4450,A,12500,A,1040,A
USGS,8358400,12/9/1957,5100,A,14600,A,1060,A
USGS,8358400,12/10/1957,6700,A,18800,A,1040,A
USGS,8358400,12/11/1957,5800,A,16000,A,1020,A
USGS,8358400,12/12/1957,5650,A,16800,A,1100,A
USGS,8358400,12/13/1957,5900,A,17700,A,1110,A
USGS,8358400,12/14/1957,6100,A,17500,A,1060,A
USGS,8358400,12/15/1957,5450,A,15200,A,1030,A
USGS,8358400,12/16/1957,5200,A,14000,A,992,A
USGS,8358400,12/17/1957,5200,A,14200,A,1010,A
USGS,8358400,12/18/1957,5500,A,14600,A,984,A
USGS,8358400,12/19/1957,4500,A,11700,A,960,A
USGS,8358400,12/20/1957,4400,A,11200,A,944,A
USGS,8358400,12/21/1957,5200,A,14300,A,1020,A
USGS,8358400,12/22/1957,5400,A,15000,A,1010,A
USGS,8358400,12/23/1957,4850,A,13100,A,1000,A
USGS,8358400,12/24/1957,4250,A,10700,A,936,A
USGS,8358400,12/25/1957,4800,A,12900,A,992,A
USGS,8358400,12/26/1957,4850,A,13000,A,992,A
USGS,8358400,12/27/1957,5200,A,13700,A,976,A
USGS,8358400,12/28/1957,4800,A,13100,A,1010,A
USGS,8358400,12/29/1957,4500,A,11000,A,944,A
USGS,8358400,12/30/1957,4000,A,9610,A,890,A
USGS,8358400,12/31/1957,3500,A,8100,A,860,A
USGS,8358400,1/1/1958,4000,A,9370,A,868,A
USGS,8358400,1/2/1958,4300,A,11000,A,944,A
USGS,8358400,1/3/1958,3600,A,8940,A,920,A
USGS,8358400,1/4/1958,4000,A,10000,A,928,A
USGS,8358400,1/5/1958,5100,A,12400,A,898,A
USGS,8358400,1/6/1958,5100,A,11400,A,831,A
USGS,8358400,1/7/1958,4100,A,9200,A,831,A
USGS,8358400,1/8/1958,6450,A,14700,A,845,A
USGS,8358400,1/9/1958,5500,A,12700,A,852,A
USGS,8358400,1/10/1958,4300,A,9570,A,824,A
USGS,8358400,1/11/1958,3550,A,8100,A,845,A
USGS,8358400,1/12/1958,3600,A,8100,A,831,A
USGS,8358400,1/13/1958,3860,A,8220,A,789,A
USGS,8358400,1/14/1958,4200,A,9000,A,796,A
USGS,8358400,1/15/1958,4750,A,10100,A,789,A
USGS,8358400,1/16/1958,4600,A,9700,A,782,A
USGS,8358400,1/17/1958,4370,A,8750,A,742,A
USGS,8358400,1/18/1958,5000,A,10000,A,762,A
USGS,8358400,1/19/1958,5730,A,12300,A,796,A
USGS,8358400,1/20/1958,4800,A,11000,A,868,A
USGS,8358400,1/21/1958,3840,A,9460,A,912,A
USGS,8358400,1/22/1958,3800,A,9300,A,905,A
USGS,8358400,1/23/1958,3780,A,9080,A,890,A
USGS,8358400,1/24/1958,3800,A,7800,A,762,A
USGS,8358400,1/25/1958,3960,A,7530,A,704,A
USGS,8358400,1/26/1958,4600,A,8700,A,698,A
USGS,8358400,1/27/1958,5370,A,11500,A,796,A
USGS,8358400,1/28/1958,4600,A,10000,A,845,A
USGS,8358400,1/29/1958,3850,A,8420,A,810,A
USGS,8358400,1/30/1958,3600,A,7700,A,789,A
USGS,8358400,1/31/1958,3550,A,7360,A,768,A
USGS,8358400,2/1/1958,3500,A,6800,A,723,A
USGS,8358400,2/2/1958,3530,A,6890,A,723,A
USGS,8358400,2/3/1958,3600,A,7400,A,762,A
USGS,8358400,2/4/1958,3720,A,7710,A,768,A
USGS,8358400,2/5/1958,3880,A,7770,A,742,A
USGS,8358400,2/6/1958,4520,A,9060,A,742,A
USGS,8358400,2/7/1958,4500,A,9300,A,762,A
USGS,8358400,2/8/1958,4570,A,9560,A,775,A
USGS,8358400,2/9/1958,4310,A,9180,A,789,A
USGS,8358400,2/10/1958,4500,A,9600,A,789,A
USGS,8358400,2/11/1958,4660,A,9660,A,768,A
USGS,8358400,2/12/1958,4030,A,8360,A,768,A
USGS,8358400,2/13/1958,4800,A,10600,A,817,A
USGS,8358400,2/14/1958,7600,A,17600,A,860,A
USGS,8358400,2/15/1958,6500,A,16000,A,890,A
USGS,8358400,2/16/1958,6000,A,15000,A,928,A
USGS,8358400,2/17/1958,4950,A,11000,A,824,A
USGS,8358400,2/18/1958,4800,A,10000,A,796,A
USGS,8358400,2/19/1958,4500,A,9420,A,775,A
USGS,8358400,2/20/1958,4500,A,9800,A,810,A
USGS,8358400,2/21/1958,14800,A,43700,A,1100,A
USGS,8358400,2/22/1958,20800,A,74500,A,1340,A
